destination_id,destination_name,district,province,category,travel_type,activities,description,semantic_text
119,Tinjure Hill,Tehrathum,Koshi,Viewpoint,"Adventure,Nature","Trekking,Rhododendron Viewing,Photography",Part of the Tinjure-Milke-Jaljale trail containing 30+ rhododendron species,Tinjure Hill. Part of the Tinjure-Milke-Jaljale trail containing 30+ rhododendron species
120,Myanglung Bazaar,Tehrathum,Koshi,Bazaar,"Cultural,Family","Sightseeing,Local Food,Shopping","District capital named after the mythical ""cat meow"" stone","Myanglung Bazaar. District capital named after the mythical ""cat meow"" stone"
121,Hyatrung Waterfall,Tehrathum,Koshi,Waterfall,"Nature,Adventure","Sightseeing,Photography,Hiking",One of the highest cascading waterfalls in Nepal,Hyatrung Waterfall. One of the highest cascading waterfalls in Nepal
122,Chhatedhunga,Tehrathum,Koshi,Landmark,"Nature,Adventure","Sightseeing,Photography,Hiking",Unique geological rock formation resembling a stone umbrella,Chhatedhunga. Unique geological rock formation resembling a stone umbrella
123,Aathrai,Tehrathum,Koshi,Cultural,"Cultural,Heritage","Cultural Tour,Sightseeing,Photography",Historic educational and cultural core area of eastern Limbus,Aathrai. Historic educational and cultural core area of eastern Limbus
124,Lasune Bazaar,Tehrathum,Koshi,Bazaar,"Nature,Cultural","Sightseeing,Farm Tour,Photography",Quaint mountain pass settlement surrounded by organic farms,Lasune Bazaar. Quaint mountain pass settlement surrounded by organic farms
125,Panchakanya Pokhari,Tehrathum,Koshi,Lake,"Nature,Religious","Sightseeing,Photography,Pilgrimage",Mystical woodland pond surrounded by local lore,Panchakanya Pokhari. Mystical woodland pond surrounded by local lore
126,Singhabahini Temple,Tehrathum,Koshi,Religious,"Religious,Cultural","Pilgrimage,Sightseeing,Photography",Revered religious site within the main bazaar area,Singhabahini Temple. Revered religious site within the main bazaar area
127,Sankranti Bazaar,Tehrathum,Koshi,Bazaar,"Cultural,Family","Shopping,Local Food,Sightseeing",Historic weekly trading post along the mid-hill highway,Sankranti Bazaar. Historic weekly trading post along the mid-hill highway
128,Chuhandanda,Tehrathum,Koshi,Hill Station,"Nature,Family","Sightseeing,Photography,Hiking",Scenic hill station overlooking pristine river valleys,Chuhandanda. Scenic hill station overlooking pristine river valleys
129,Phauda Village,Tehrathum,Koshi,Village,"Cultural,Family","Handicraft Shopping,Cultural Tour,Photography",Traditional village specializing in hand-woven Dhaka textiles,Phauda Village. Traditional village specializing in hand-woven Dhaka textiles
130,Okhre Community,Tehrathum,Koshi,Village,"Adventure,Nature","Homestay Experience,Hiking,Photography",High-altitude village adapting to eco-homestay programs,Okhre Community. High-altitude village adapting to eco-homestay programs
131,Jaljale Ridge,Tehrathum,Koshi,Viewpoint,"Adventure,Nature","Trekking,Photography,Camping",High moorland where Tehrathum meets Sankhuwasabha,Jaljale Ridge. High moorland where Tehrathum meets Sankhuwasabha
132,Solma,Tehrathum,Koshi,Village,"Cultural,Nature","Farm Tour,Homestay Experience,Photography",Model eco-agricultural village focusing on organic farming and local homestays,Solma. Model eco-agricultural village focusing on organic farming and local homestays
133,Chhiyangthapu,Panchthar,Koshi,Village,"Adventure,Cultural","Trekking,Cultural Tour,Photography",Remote high-altitude border village near Sikkim,Chhiyangthapu. Remote high-altitude border village near Sikkim
134,Phidim Bazaar,Panchthar,Koshi,Bazaar,"Cultural,Family","Sightseeing,Local Food,Shopping",Charming valley basin town; district headquarters,Phidim Bazaar. Charming valley basin town; district headquarters
135,Sadhutar,Panchthar,Koshi,Lake,"Nature,Family","Sightseeing,Photography,Picnicking",Scenic pond reflecting stunning views of Mount Kanchenjunga,Sadhutar. Scenic pond reflecting stunning views of Mount Kanchenjunga
136,Timbu Pokhari (Panchthar Side),Panchthar,Koshi,Lake,"Nature,Adventure","Trekking,Photography,Bird Watching",High-altitude wetland shared across borders,Timbu Pokhari (Panchthar Side). High-altitude wetland shared across borders
137,Miklafajung Hill,Panchthar,Koshi,Viewpoint,"Nature,Adventure","Sunrise Viewing,Photography,Hiking",Epic viewpoint for viewing both the plains and high Himalayas,Miklafajung Hill. Epic viewpoint for viewing both the plains and high Himalayas
138,Laba Kuti,Panchthar,Koshi,Heritage,"Cultural,Heritage","Sightseeing,Photography,Cultural Tour",Historical clearing associated with old regional rulers,Laba Kuti. Historical clearing associated with old regional rulers
139,Yashok Bazaar,Panchthar,Koshi,Bazaar,"Cultural,Family","Festival Visit,Sightseeing,Local Food",Cultural center famous for the unique Kumayak festivals,Yashok Bazaar. Cultural center famous for the unique Kumayak festivals
140,Kumayak Temple,Panchthar,Koshi,Religious,"Religious,Cultural","Pilgrimage,Sightseeing,Photography",Sacred hilltop site where non-animal sacrifices are made,Kumayak Temple. Sacred hilltop site where non-animal sacrifices are made
141,Saranmati River Banks,Panchthar,Koshi,River,"Nature,Family","Sightseeing,Fishing,Photography",Lush agricultural valley flatlands,Saranmati River Banks. Lush agricultural valley flatlands
142,Oyam Village,Panchthar,Koshi,Village,"Cultural,Nature","Farm Tour,Cultural Tour,Photography",Traditional village offering deep sub-alpine agricultural insights,Oyam Village. Traditional village offering deep sub-alpine agricultural insights
143,Amarpur,Panchthar,Koshi,Village,"Nature,Adventure","Sightseeing,Photography,Walking",Warm river-valley basin near the Tamor hydro installations,Amarpur. Warm river-valley basin near the Tamor hydro installations
144,Mauwa,Panchthar,Koshi,Village,"Cultural,Heritage","Sightseeing,Cultural Tour,Photography",Charming historical village containing old trail rest-houses,Mauwa. Charming historical village containing old trail rest-houses
145,Rabi Bazaar,Panchthar,Koshi,Bazaar,"Cultural,Family","Shopping,Local Food,Sightseeing",Major western commercial gateway hub for the district,Rabi Bazaar. Major western commercial gateway hub for the district
146,Saurini,Panchthar,Koshi,Village,"Nature,Cultural","Farm Tour,Photography,Cultural Tour",Terraced agricultural village rich in cardamoms and local dairy products,Saurini. Terraced agricultural village rich in cardamoms and local dairy products
147,Limba Village,Panchthar,Koshi,Village,"Cultural,Adventure","Dance Performance,Cultural Tour,Photography",Focal point for indigenous Chabrung drum-dance research,Limba Village. Focal point for indigenous Chabrung drum-dance research
148,Halesi Mahadev Cave,Khotang,Koshi,Religious,"Religious,Adventure,Cultural","Pilgrimage,Cave Exploration,Hiking","""Pashupatinath of the East""; sacred to three religions","Halesi Mahadev Cave. ""Pashupatinath of the East""; sacred to three religions"
149,Diktel Bazaar,Khotang,Koshi,Cultural,"Culture,Family","Sightseeing,Local Culture,Shopping",The primary high-street administrative and cultural town,Diktel Bazaar. The primary high-street administrative and cultural town
150,Baraha Pokhari,Khotang,Koshi,Lake,"Nature,Religious","Sightseeing,Pilgrimage,Photography",Sacred historic lake that legend says changes color naturally,Baraha Pokhari. Sacred historic lake that legend says changes color naturally
151,Tuwachung Jayachung,Khotang,Koshi,Heritage,"Cultural,Heritage","Sightseeing,Cultural Tour,Photography",Historic archaeological cradle of Kirati civilization,Tuwachung Jayachung. Historic archaeological cradle of Kirati civilization
152,Rupakot Hill,Khotang,Koshi,Hill Station,"Adventure,Nature","Trekking,Photography,Hiking","Lush, green panoramic ridge line ideal for trekking","Rupakot Hill. Lush, green panoramic ridge line ideal for trekking"
153,Bhagawati Temple,Khotang,Koshi,Religious,"Religious,Cultural","Pilgrimage,Sightseeing,Photography",Revered Durga shrine overlooking the local valleys,Bhagawati Temple. Revered Durga shrine overlooking the local valleys
154,Lamidanda,Khotang,Koshi,Hill Station,"Nature,Family","Sightseeing,Flight Spotting,Photography",Hill station featuring a scenic high-ridge domestic airstrip,Lamidanda. Hill station featuring a scenic high-ridge domestic airstrip
155,Aiselukharka,Khotang,Koshi,Cultural,"Culture,Family","Sightseeing,Farm Tour,Local Food",Major agricultural market town known for organic produce,Aiselukharka. Major agricultural market town known for organic produce
156,Chisapani Garhi,Khotang,Koshi,Heritage,"Cultural,Heritage,Adventure","Sightseeing,Hiking,Photography",Historic fortification post used during old unification wars,Chisapani Garhi. Historic fortification post used during old unification wars
157,Kakani Hill (Khotang),Khotang,Koshi,Hill Station,"Nature,Adventure","Hiking,Photography,Bird Watching",Scenic viewpoint forest ridge rich in biodiversity,Kakani Hill (Khotang). Scenic viewpoint forest ridge rich in biodiversity
158,Mahadevsthan Village,Khotang,Koshi,Village,"Religious,Cultural,Family","Homestay Experience,Pilgrimage,Cultural Tour",The cultural homestay cluster enveloping the Halesi caves,Mahadevsthan Village. The cultural homestay cluster enveloping the Halesi caves
159,Buipa,Khotang,Koshi,Cultural,"Cultural,Nature","Sightseeing,Cultural Tour,Photography",Key intersection town blending Rai and Sherpa high-hill lifestyles,Buipa. Key intersection town blending Rai and Sherpa high-hill lifestyles
160,Baksila Bazaar,Khotang,Koshi,Bazaar,"Cultural,Family","Festival Visit,Sightseeing,Local Food",Host of major cultural Sakela festival gatherings,Baksila Bazaar. Host of major cultural Sakela festival gatherings
161,Sapteshwor,Khotang,Koshi,Village,"Nature,Religious","Sightseeing,Photography,Hiking",Remote village harboring hidden cascades and river shrines,Sapteshwor. Remote village harboring hidden cascades and river shrines
162,Khartamchha,Khotang,Koshi,Village,"Cultural,Nature","Farm Tour,Cultural Tour,Photography",Indigenous settlement practicing ancient terraced farming techniques,Khartamchha. Indigenous settlement practicing ancient terraced farming techniques
163,Bhojpur Bazaar,Bhojpur,Koshi,Bazaar,"Cultural,Heritage,Family","Shopping,Sightseeing,Local Food",World-famous for its traditional hand-crafted Bhojpure Khukuri blades,Bhojpur Bazaar. World-famous for its traditional hand-crafted Bhojpure Khukuri blades
164,Taksar,Bhojpur,Koshi,Heritage,"Cultural,Heritage","Sightseeing,Handicraft Shopping,Photography",Historic town settled by Newari metal-smiths; famous for brassware,Taksar. Historic town settled by Newari metal-smiths; famous for brassware
165,Maiyung Danda,Bhojpur,Koshi,Viewpoint,"Adventure,Nature","Trekking,Photography,Camping",High alpine pasture ridge along the majestic Mundhum Trail,Maiyung Danda. High alpine pasture ridge along the majestic Mundhum Trail
166,Salpa Pokhari,Bhojpur,Koshi,Lake,"Religious,Adventure,Nature","Trekking,Pilgrimage,Camping","Sacred high-altitude lake at 3,450m; deeply spiritual for shamans","Salpa Pokhari. Sacred high-altitude lake at 3,450m; deeply spiritual for shamans"
167,Silichung Peak,Bhojpur,Koshi,Viewpoint,"Adventure,Nature","Trekking,Mountain Viewing,Photography",Commanding viewpoint looking out toward Everest and Makalu,Silichung Peak. Commanding viewpoint looking out toward Everest and Makalu
168,Dingla,Bhojpur,Koshi,Cultural,"Cultural,Heritage","Sightseeing,Cultural Tour,Photography",Historic town home to Nepal's first community-level Sanskrit school,Dingla. Historic town home to Nepal's first community-level Sanskrit school
169,Suntale Hill,Bhojpur,Koshi,Hill Station,"Nature,Family","Sightseeing,Hiking,Photography",Scenic hill station covered in dense pine and orange groves,Suntale Hill. Scenic hill station covered in dense pine and orange groves
170,Shadananda Municipality,Bhojpur,Koshi,Cultural,"Cultural,Heritage","Sightseeing,Cultural Tour,Photography",Cultural heartland named after the social reformer Bal Guru Shadananda,Shadananda Municipality. Cultural heartland named after the social reformer Bal Guru Shadananda
171,Ghodaretar,Bhojpur,Koshi,Bazaar,"Cultural,Family","Shopping,Local Food,Sightseeing",Bustling lower-altitude weekly community trading market,Ghodaretar. Bustling lower-altitude weekly community trading market
172,Chinnamasta Temple (Bhojpur),Bhojpur,Koshi,Religious,"Religious,Cultural","Pilgrimage,Sightseeing,Photography",Revered local hilltop religious temple,Chinnamasta Temple (Bhojpur). Revered local hilltop religious temple
173,Hatuwagadhi,Bhojpur,Koshi,Heritage,"Cultural,Heritage,Adventure","Sightseeing,Hiking,Photography",Ancient stone fortification ruins of the historical Kirat kings,Hatuwagadhi. Ancient stone fortification ruins of the historical Kirat kings
174,Pikhuwa Waterfall,Bhojpur,Koshi,Waterfall,"Nature,Family","Sightseeing,Photography,Picnicking",Scenic natural waterfall and popular weekend picnic area,Pikhuwa Waterfall. Scenic natural waterfall and popular weekend picnic area
175,Aamchwok,Bhojpur,Koshi,Village,"Adventure,Cultural","Homestay Experience,Hiking,Photography",Charming mountain ridge community developing localized homestays,Aamchwok. Charming mountain ridge community developing localized homestays
176,Kulung Village,Bhojpur,Koshi,Village,"Cultural,Heritage","Cultural Tour,Handicraft Shopping,Photography",Traditional home of the Rai sub-group; unique dialect and textiles,Kulung Village. Traditional home of the Rai sub-group; unique dialect and textiles
177,Tiwari Bhanjyang,Bhojpur,Koshi,Village,"Cultural,Family","Sightseeing,Local Food,Photography",Key trail village along the mid-hill highway path,Tiwari Bhanjyang. Key trail village along the mid-hill highway path
178,Khandbari,Sankhuwasabha,Koshi,Cultural,"Adventure,Cultural,Family","Sightseeing,Local Food,Trekking Prep",District capital; bustling ridge town acting as the gateway to Mount Makalu,Khandbari. District capital; bustling ridge town acting as the gateway to Mount Makalu
179,Tumlingtar,Sankhuwasabha,Koshi,Cultural,"Adventure,Nature","Sightseeing,Flight Spotting,Photography",Deep plateau river valley housing a major regional airport,Tumlingtar. Deep plateau river valley housing a major regional airport
180,Hedangna,Sankhuwasabha,Koshi,Village,"Adventure,Nature","Trekking,Photography,Gorge Viewing",Perched village offering dramatic views over the deep Arun River Gorge,Hedangna. Perched village offering dramatic views over the deep Arun River Gorge
181,Num Village,Sankhuwasabha,Koshi,Village,"Adventure,Nature","Trekking,Photography,Camping",The steep drop-off trekking hub heading into the Makalu core,Num Village. The steep drop-off trekking hub heading into the Makalu core
