destination_id,old_destination_id,old_destination_id,destination_name,district,province,region,category,travel_type,activities,best_season,estimated_budget_npr,average_duration_days,difficulty_level,family_friendly,latitude,longitude,average_rating,review_count,popularity_score,description
104,104,D106,Prakashpur Village,Sunsari,Koshi,Eastern,Village,"Cultural,Nature","Homestay Experience,Cultural Tour,Bird Watching",Nov-Mar,7000,2,Easy,Yes,26.65,87.0,4.4,380,66.0,Gateway to Koshi Tappu; ideal for indigenous Tharu homestays
105,105,D107,Barahakshetra Dham,Sunsari,Koshi,Eastern,Religious,"Religious,Cultural,Family","Pilgrimage,Sightseeing,Photography",Oct-Mar,3000,1,Easy,Yes,26.65,87.3,4.6,2200,80.0,"One of Nepal's oldest, most sacred Hindu pilgrimage sites"
106,106,D108,Budhasubba Temple,Sunsari,Koshi,Eastern,Religious,"Religious,Cultural,Family","Pilgrimage,Sightseeing,Photography",Sep-Apr,1500,1,Easy,Yes,26.812,87.284,4.6,2900,83.0,Famous temple in Dharan known for its unique tip-less bamboo
107,107,D109,Dantakali Temple,Sunsari,Koshi,Eastern,Religious,"Religious,Cultural,Family","Pilgrimage,Sightseeing,Photography",Sep-Apr,1500,1,Easy,Yes,26.815,87.28,4.6,2600,81.0,Ancient Shakti Peeth where Sati Devi's teeth are mythologically said to have fallen
108,108,D110,Pindeshwor Temple,Sunsari,Koshi,Eastern,Religious,"Religious,Cultural,Family","Pilgrimage,Sightseeing,Photography",Sep-Apr,1500,1,Easy,Yes,26.62,87.2,4.5,1400,74.0,Holy Shiva temple where oil lamps burn continuously
109,109,D111,Vijayapur Hill,Sunsari,Koshi,Eastern,Hill Station,"Nature,Heritage,Family","Sightseeing,Hiking,Photography",Sep-Apr,2500,1,Easy,Yes,26.65,87.27,4.3,420,64.0,Historic administrative center of the ancient Sen kings
110,110,D112,Chatara Dham,Sunsari,Koshi,Eastern,Religious,"Religious,Cultural","Pilgrimage,Sightseeing,Festival Visit",Oct-Mar,2500,1,Easy,Yes,26.62,87.1,4.4,680,68.0,Riverside religious site; host of the grand Kumbha Mela
111,111,D113,Itahari,Sunsari,Koshi,Eastern,Cultural,"Cultural,Family","Sightseeing,Shopping,Local Food",Year-round,2500,1,Easy,Yes,26.665,87.279,4.1,300,56.0,Bustling transport junction and rapidly growing commercial hub
112,112,D114,Inaruwa,Sunsari,Koshi,Eastern,Cultural,"Cultural,Family","Sightseeing,Local Food,Shopping",Year-round,2000,1,Easy,Yes,26.61,87.15,4.0,210,52.0,District headquarters situated amidst fertile agrarian Terai plains
113,113,D115,Koshi Barrage,Sunsari,Koshi,Eastern,Landmark,"Nature,Family","Sightseeing,Photography,Bird Watching",Oct-Mar,2500,1,Easy,Yes,26.63,87.02,4.3,450,65.0,Engineering landmark across the massive Sapta Koshi River
114,114,D116,Madhuban,Sunsari,Koshi,Eastern,Village,"Nature,Cultural","Bird Watching,Fishing,Photography",Oct-Mar,3000,1,Easy,Yes,26.58,86.95,4.1,130,54.0,Rural community specializing in wetland fishing cultures and birding
115,115,D117,Seuti River Bank,Sunsari,Koshi,Eastern,River,"Nature,Family","Sightseeing,Photography,Picnicking",Sep-Apr,1500,1,Easy,Yes,26.8,87.27,4.1,140,53.0,Scenic forest fringes surrounding the base of the Dharan hills
116,116,D118,Taltalaiya,Sunsari,Koshi,Eastern,Eco Park,"Nature,Family","Boating,Sightseeing,Photography",Year-round,2000,1,Easy,Yes,26.66,87.28,4.2,300,58.0,Eco-park wetland area with boating facilities and wildlife statues
117,117,D119,Tarahara,Sunsari,Koshi,Eastern,Cultural,"Cultural,Family","Sightseeing,Local Food,Farm Visit",Year-round,2000,1,Easy,Yes,26.63,87.27,4.0,190,50.0,Noted for its agricultural research farms and rural food stalls
118,118,D120,Basantapur,Tehrathum,Koshi,Eastern,Hill Station,"Adventure,Nature","Trekking,Sightseeing,Photography",Oct-Apr,5000,2,Moderate,Yes,27.13,87.55,4.4,620,70.0,High hill station; starting point of the legendary TMJ trek
119,119,D121,Tinjure Hill,Tehrathum,Koshi,Eastern,Viewpoint,"Adventure,Nature","Trekking,Rhododendron Viewing,Photography",Mar-May,12000,3,Moderate,No,27.27,87.55,4.7,850,80.0,Part of the Tinjure-Milke-Jaljale trail containing 30+ rhododendron species
120,120,D122,Myanglung Bazaar,Tehrathum,Koshi,Eastern,Bazaar,"Cultural,Family","Sightseeing,Local Food,Shopping",Sep-Apr,3500,1,Easy,Yes,27.15,87.58,4.2,280,58.0,"District capital named after the mythical ""cat meow"" stone"
121,121,D123,Hyatrung Waterfall,Tehrathum,Koshi,Eastern,Waterfall,"Nature,Adventure","Sightseeing,Photography,Hiking",Sep-May,3000,1,Moderate,No,27.2,87.5,4.4,190,60.0,One of the highest cascading waterfalls in Nepal
122,122,D124,Chhatedhunga,Tehrathum,Koshi,Eastern,Landmark,"Nature,Adventure","Sightseeing,Photography,Hiking",Sep-Apr,2500,1,Moderate,No,27.18,87.52,4.2,120,52.0,Unique geological rock formation resembling a stone umbrella
123,123,D125,Aathrai,Tehrathum,Koshi,Eastern,Cultural,"Cultural,Heritage","Cultural Tour,Sightseeing,Photography",Sep-Apr,3000,1,Easy,Yes,27.22,87.58,4.1,140,50.0,Historic educational and cultural core area of eastern Limbus
124,124,D126,Lasune Bazaar,Tehrathum,Koshi,Eastern,Bazaar,"Nature,Cultural","Sightseeing,Farm Tour,Photography",Sep-Apr,2500,1,Easy,Yes,27.1,87.53,4.0,95,46.0,Quaint mountain pass settlement surrounded by organic farms
125,125,D127,Panchakanya Pokhari,Tehrathum,Koshi,Eastern,Lake,"Nature,Religious","Sightseeing,Photography,Pilgrimage",Sep-Apr,2500,1,Moderate,No,27.24,87.52,4.2,85,48.0,Mystical woodland pond surrounded by local lore
126,126,D128,Singhabahini Temple,Tehrathum,Koshi,Eastern,Religious,"Religious,Cultural","Pilgrimage,Sightseeing,Photography",Sep-Apr,2000,1,Easy,Yes,27.16,87.58,4.1,110,49.0,Revered religious site within the main bazaar area
127,127,D129,Sankranti Bazaar,Tehrathum,Koshi,Eastern,Bazaar,"Cultural,Family","Shopping,Local Food,Sightseeing",Sep-Apr,2500,1,Easy,Yes,27.12,87.56,4.0,75,44.0,Historic weekly trading post along the mid-hill highway
128,128,D130,Chuhandanda,Tehrathum,Koshi,Eastern,Hill Station,"Nature,Family","Sightseeing,Photography,Hiking",Sep-Apr,3000,1,Easy,Yes,27.19,87.6,4.1,80,45.0,Scenic hill station overlooking pristine river valleys
129,129,D131,Phauda Village,Tehrathum,Koshi,Eastern,Village,"Cultural,Family","Handicraft Shopping,Cultural Tour,Photography",Sep-Apr,3500,1,Easy,Yes,27.14,87.62,4.2,100,48.0,Traditional village specializing in hand-woven Dhaka textiles
130,130,D132,Okhre Community,Tehrathum,Koshi,Eastern,Village,"Adventure,Nature","Homestay Experience,Hiking,Photography",Sep-Apr,8000,2,Moderate,Yes,27.25,87.48,4.3,130,54.0,High-altitude village adapting to eco-homestay programs
131,131,D133,Jaljale Ridge,Tehrathum,Koshi,Eastern,Viewpoint,"Adventure,Nature","Trekking,Photography,Camping","Mar-May,Sep-Nov",15000,3,Difficult,No,27.3,87.5,4.5,180,62.0,High moorland where Tehrathum meets Sankhuwasabha
132,132,D134,Solma,Tehrathum,Koshi,Eastern,Village,"Cultural,Nature","Farm Tour,Homestay Experience,Photography",Sep-Apr,7000,2,Easy,Yes,27.16,87.5,4.4,160,58.0,Model eco-agricultural village focusing on organic farming and local homestays
133,133,D135,Chhiyangthapu,Panchthar,Koshi,Eastern,Village,"Adventure,Cultural","Trekking,Cultural Tour,Photography","Mar-May,Sep-Nov",15000,3,Difficult,No,27.3,88.1,4.3,90,55.0,Remote high-altitude border village near Sikkim
134,134,D136,Phidim Bazaar,Panchthar,Koshi,Eastern,Bazaar,"Cultural,Family","Sightseeing,Local Food,Shopping",Sep-Apr,3500,1,Easy,Yes,27.15,87.75,4.2,350,60.0,Charming valley basin town; district headquarters
135,135,D137,Sadhutar,Panchthar,Koshi,Eastern,Lake,"Nature,Family","Sightseeing,Photography,Picnicking",Sep-Apr,2500,1,Easy,Yes,27.22,87.8,4.4,220,62.0,Scenic pond reflecting stunning views of Mount Kanchenjunga
136,136,D138,Timbu Pokhari (Panchthar Side),Panchthar,Koshi,Eastern,Lake,"Nature,Adventure","Trekking,Photography,Bird Watching",Sep-Apr,8000,2,Moderate,No,27.4,87.85,4.3,85,52.0,High-altitude wetland shared across borders
137,137,D139,Miklafajung Hill,Panchthar,Koshi,Eastern,Viewpoint,"Nature,Adventure","Sunrise Viewing,Photography,Hiking",Sep-Apr,4000,1,Moderate,No,27.2,87.78,4.4,160,58.0,Epic viewpoint for viewing both the plains and high Himalayas
138,138,D140,Laba Kuti,Panchthar,Koshi,Eastern,Heritage,"Cultural,Heritage","Sightseeing,Photography,Cultural Tour",Sep-Apr,2500,1,Easy,Yes,27.13,87.73,4.0,70,44.0,Historical clearing associated with old regional rulers
139,139,D141,Yashok Bazaar,Panchthar,Koshi,Eastern,Bazaar,"Cultural,Family","Festival Visit,Sightseeing,Local Food",Sep-Apr,3000,1,Easy,Yes,27.17,87.77,4.2,190,54.0,Cultural center famous for the unique Kumayak festivals
140,140,D142,Kumayak Temple,Panchthar,Koshi,Eastern,Religious,"Religious,Cultural","Pilgrimage,Sightseeing,Photography",Sep-Apr,2500,1,Moderate,Yes,27.18,87.76,4.3,140,53.0,Sacred hilltop site where non-animal sacrifices are made
141,141,D143,Saranmati River Banks,Panchthar,Koshi,Eastern,River,"Nature,Family","Sightseeing,Fishing,Photography",Sep-Apr,2500,1,Easy,Yes,27.1,87.7,4.0,60,42.0,Lush agricultural valley flatlands
142,142,D144,Oyam Village,Panchthar,Koshi,Eastern,Village,"Cultural,Nature","Farm Tour,Cultural Tour,Photography",Sep-Apr,7000,2,Moderate,Yes,27.28,87.83,4.2,75,48.0,Traditional village offering deep sub-alpine agricultural insights
143,143,D145,Amarpur,Panchthar,Koshi,Eastern,Village,"Nature,Adventure","Sightseeing,Photography,Walking",Sep-Apr,4000,1,Easy,Yes,27.16,87.68,4.1,65,46.0,Warm river-valley basin near the Tamor hydro installations
144,144,D146,Mauwa,Panchthar,Koshi,Eastern,Village,"Cultural,Heritage","Sightseeing,Cultural Tour,Photography",Sep-Apr,3500,1,Easy,Yes,27.14,87.71,4.0,55,42.0,Charming historical village containing old trail rest-houses
145,145,D147,Rabi Bazaar,Panchthar,Koshi,Eastern,Bazaar,"Cultural,Family","Shopping,Local Food,Sightseeing",Sep-Apr,3000,1,Easy,Yes,27.12,87.65,4.1,130,50.0,Major western commercial gateway hub for the district
146,146,D148,Saurini,Panchthar,Koshi,Eastern,Village,"Nature,Cultural","Farm Tour,Photography,Cultural Tour",Sep-Apr,5000,1,Easy,Yes,27.24,87.74,4.2,80,49.0,Terraced agricultural village rich in cardamoms and local dairy products
147,147,D149,Limba Village,Panchthar,Koshi,Eastern,Village,"Cultural,Adventure","Dance Performance,Cultural Tour,Photography",Sep-Apr,6000,2,Easy,Yes,27.19,87.72,4.3,100,53.0,Focal point for indigenous Chabrung drum-dance research
148,148,D150,Halesi Mahadev Cave,Khotang,Koshi,Eastern,Religious,"Religious,Adventure,Cultural","Pilgrimage,Cave Exploration,Hiking",Sep-Apr,5000,2,Moderate,Yes,27.167,86.483,4.7,4200,88.0,"""Pashupatinath of the East""; sacred to three religions"
149,149,D151,Diktel Bazaar,Khotang,Koshi,Eastern,Cultural,"Culture,Family","Sightseeing,Local Culture,Shopping",Oct-Apr,8000,2,Easy,Yes,27.198,86.787,4.4,620,78.0,The primary high-street administrative and cultural town
150,150,D152,Baraha Pokhari,Khotang,Koshi,Eastern,Lake,"Nature,Religious","Sightseeing,Pilgrimage,Photography",Sep-Apr,3000,1,Moderate,No,27.23,86.65,4.4,190,60.0,Sacred historic lake that legend says changes color naturally
151,151,D153,Tuwachung Jayachung,Khotang,Koshi,Eastern,Heritage,"Cultural,Heritage","Sightseeing,Cultural Tour,Photography",Sep-Apr,2500,1,Easy,Yes,27.2,86.55,4.1,85,48.0,Historic archaeological cradle of Kirati civilization
152,152,D154,Rupakot Hill,Khotang,Koshi,Eastern,Hill Station,"Adventure,Nature","Trekking,Photography,Hiking",Oct-Apr,4500,1,Moderate,Yes,27.15,86.45,4.3,150,55.0,"Lush, green panoramic ridge line ideal for trekking"
153,153,D155,Bhagawati Temple,Khotang,Koshi,Eastern,Religious,"Religious,Cultural","Pilgrimage,Sightseeing,Photography",Sep-Apr,2500,1,Easy,Yes,27.19,86.5,4.2,130,51.0,Revered Durga shrine overlooking the local valleys
154,154,D156,Lamidanda,Khotang,Koshi,Eastern,Hill Station,"Nature,Family","Sightseeing,Flight Spotting,Photography",Sep-Apr,4000,1,Easy,Yes,27.16,86.61,4.2,110,50.0,Hill station featuring a scenic high-ridge domestic airstrip
155,155,D157,Aiselukharka,Khotang,Koshi,Eastern,Cultural,"Culture,Family","Sightseeing,Farm Tour,Local Food",Sep-Apr,3500,1,Easy,Yes,27.11,86.55,4.1,90,47.0,Major agricultural market town known for organic produce
156,156,D158,Chisapani Garhi,Khotang,Koshi,Eastern,Heritage,"Cultural,Heritage,Adventure","Sightseeing,Hiking,Photography",Sep-Apr,2500,1,Moderate,Yes,27.22,86.4,4.1,75,45.0,Historic fortification post used during old unification wars
157,157,D159,Kakani Hill (Khotang),Khotang,Koshi,Eastern,Hill Station,"Nature,Adventure","Hiking,Photography,Bird Watching",Sep-Apr,3000,1,Moderate,Yes,27.25,86.5,4.2,95,49.0,Scenic viewpoint forest ridge rich in biodiversity
158,158,D160,Mahadevsthan Village,Khotang,Koshi,Eastern,Village,"Religious,Cultural,Family","Homestay Experience,Pilgrimage,Cultural Tour",Sep-Apr,4000,1,Easy,Yes,27.165,86.485,4.5,480,70.0,The cultural homestay cluster enveloping the Halesi caves
159,159,D161,Buipa,Khotang,Koshi,Eastern,Cultural,"Cultural,Nature","Sightseeing,Cultural Tour,Photography",Sep-Apr,3500,1,Easy,Yes,27.13,86.58,4.0,60,42.0,Key intersection town blending Rai and Sherpa high-hill lifestyles
160,160,D162,Baksila Bazaar,Khotang,Koshi,Eastern,Bazaar,"Cultural,Family","Festival Visit,Sightseeing,Local Food",Sep-Apr,3000,1,Easy,Yes,27.09,86.52,4.2,140,52.0,Host of major cultural Sakela festival gatherings
161,161,D163,Sapteshwor,Khotang,Koshi,Eastern,Village,"Nature,Religious","Sightseeing,Photography,Hiking",Sep-Apr,3500,1,Moderate,No,27.24,86.58,4.1,55,43.0,Remote village harboring hidden cascades and river shrines
162,162,D164,Khartamchha,Khotang,Koshi,Eastern,Village,"Cultural,Nature","Farm Tour,Cultural Tour,Photography",Sep-Apr,4000,1,Moderate,Yes,27.18,86.42,4.0,50,41.0,Indigenous settlement practicing ancient terraced farming techniques
163,163,D165,Bhojpur Bazaar,Bhojpur,Koshi,Eastern,Bazaar,"Cultural,Heritage,Family","Shopping,Sightseeing,Local Food",Sep-Apr,4500,1,Easy,Yes,27.172,87.048,4.5,1100,76.0,World-famous for its traditional hand-crafted Bhojpure Khukuri blades
164,164,D166,Taksar,Bhojpur,Koshi,Eastern,Heritage,"Cultural,Heritage","Sightseeing,Handicraft Shopping,Photography",Sep-Apr,3000,1,Easy,Yes,27.18,87.06,4.2,160,52.0,Historic town settled by Newari metal-smiths; famous for brassware
165,165,D167,Maiyung Danda,Bhojpur,Koshi,Eastern,Viewpoint,"Adventure,Nature","Trekking,Photography,Camping","Mar-May,Sep-Nov",18000,4,Difficult,No,27.35,87.1,4.5,130,58.0,High alpine pasture ridge along the majestic Mundhum Trail
166,166,D168,Salpa Pokhari,Bhojpur,Koshi,Eastern,Lake,"Religious,Adventure,Nature","Trekking,Pilgrimage,Camping",Sep-Nov,22000,5,Difficult,No,27.45,87.13,4.6,170,62.0,"Sacred high-altitude lake at 3,450m; deeply spiritual for shamans"
167,167,D169,Silichung Peak,Bhojpur,Koshi,Eastern,Viewpoint,"Adventure,Nature","Trekking,Mountain Viewing,Photography","Mar-May,Sep-Nov",20000,4,Difficult,No,27.4,87.2,4.5,95,56.0,Commanding viewpoint looking out toward Everest and Makalu
168,168,D170,Dingla,Bhojpur,Koshi,Eastern,Cultural,"Cultural,Heritage","Sightseeing,Cultural Tour,Photography",Sep-Apr,3000,1,Easy,Yes,27.15,87.02,4.2,110,50.0,Historic town home to Nepal's first community-level Sanskrit school
169,169,D171,Suntale Hill,Bhojpur,Koshi,Eastern,Hill Station,"Nature,Family","Sightseeing,Hiking,Photography",Sep-Apr,3000,1,Easy,Yes,27.2,87.0,4.2,100,49.0,Scenic hill station covered in dense pine and orange groves
170,170,D172,Shadananda Municipality,Bhojpur,Koshi,Eastern,Cultural,"Cultural,Heritage","Sightseeing,Cultural Tour,Photography",Sep-Apr,2500,1,Easy,Yes,27.17,87.05,4.0,65,44.0,Cultural heartland named after the social reformer Bal Guru Shadananda
171,171,D173,Ghodaretar,Bhojpur,Koshi,Eastern,Bazaar,"Cultural,Family","Shopping,Local Food,Sightseeing",Sep-Apr,2500,1,Easy,Yes,27.13,86.98,4.0,70,43.0,Bustling lower-altitude weekly community trading market
172,172,D174,Chinnamasta Temple (Bhojpur),Bhojpur,Koshi,Eastern,Religious,"Religious,Cultural","Pilgrimage,Sightseeing,Photography",Sep-Apr,2000,1,Easy,Yes,27.16,87.04,4.1,85,46.0,Revered local hilltop religious temple
173,173,D175,Hatuwagadhi,Bhojpur,Koshi,Eastern,Heritage,"Cultural,Heritage,Adventure","Sightseeing,Hiking,Photography",Sep-Apr,2500,1,Moderate,Yes,27.22,87.08,4.1,70,45.0,Ancient stone fortification ruins of the historical Kirat kings
174,174,D176,Pikhuwa Waterfall,Bhojpur,Koshi,Eastern,Waterfall,"Nature,Family","Sightseeing,Photography,Picnicking",Sep-May,2500,1,Easy,Yes,27.19,87.1,4.3,180,55.0,Scenic natural waterfall and popular weekend picnic area
175,175,D177,Aamchwok,Bhojpur,Koshi,Eastern,Village,"Adventure,Cultural","Homestay Experience,Hiking,Photography",Sep-Apr,6000,2,Moderate,Yes,27.28,87.07,4.2,70,47.0,Charming mountain ridge community developing localized homestays
176,176,D178,Kulung Village,Bhojpur,Koshi,Eastern,Village,"Cultural,Heritage","Cultural Tour,Handicraft Shopping,Photography",Sep-Apr,4000,1,Easy,Yes,27.24,87.12,4.2,85,48.0,Traditional home of the Rai sub-group; unique dialect and textiles
177,177,D179,Tiwari Bhanjyang,Bhojpur,Koshi,Eastern,Village,"Cultural,Family","Sightseeing,Local Food,Photography",Sep-Apr,3000,1,Easy,Yes,27.11,86.95,4.0,55,41.0,Key trail village along the mid-hill highway path
178,178,D180,Khandbari,Sankhuwasabha,Koshi,Eastern,Cultural,"Adventure,Cultural,Family","Sightseeing,Local Food,Trekking Prep",Sep-Apr,6000,1,Easy,Yes,27.349,87.213,4.4,850,74.0,District capital; bustling ridge town acting as the gateway to Mount Makalu
179,179,D181,Tumlingtar,Sankhuwasabha,Koshi,Eastern,Cultural,"Adventure,Nature","Sightseeing,Flight Spotting,Photography",Sep-Apr,8000,1,Easy,Yes,27.318,87.196,4.3,420,66.0,Deep plateau river valley housing a major regional airport
180,180,D183,Hedangna,Sankhuwasabha,Koshi,Eastern,Village,"Adventure,Nature","Trekking,Photography,Gorge Viewing","Mar-May,Sep-Nov",25000,5,Difficult,No,27.55,87.18,4.4,80,58.0,Perched village offering dramatic views over the deep Arun River Gorge
181,181,D184,Num Village,Sankhuwasabha,Koshi,Eastern,Village,"Adventure,Nature","Trekking,Photography,Camping","Mar-May,Sep-Nov",28000,6,Difficult,No,27.5,87.2,4.3,70,56.0,The steep drop-off trekking hub heading into the Makalu core
182,182,D185,Sedua,Sankhuwasabha,Koshi,Eastern,Village,"Adventure,Cultural","Trekking,Village Walk,Photography","Mar-May,Sep-Nov",22000,4,Moderate,No,27.48,87.17,4.2,60,52.0,Charming hillside agricultural village with traditional bamboo houses
183,183,D186,Tashigaon,Sankhuwasabha,Koshi,Eastern,Village,"Adventure,Cultural","Trekking,Cultural Tour,Photography","Mar-May,Sep-Nov",35000,8,Difficult,No,27.62,87.1,4.4,65,58.0,The last permanent Sherpa village before entering high alpine wilderness
184,184,D187,Arun Valley,Sankhuwasabha,Koshi,Eastern,Viewpoint,"Nature,Adventure","Trekking,Bird Watching,Photography","Mar-May,Sep-Nov",30000,6,Moderate,No,27.45,87.15,4.5,90,62.0,"The deepest valley basin in Nepal, globally recognized for bird species"
185,185,D188,Chichila,Sankhuwasabha,Koshi,Eastern,Village,"Adventure,Nature","Trekking,Photography,Mountain Viewing","Mar-May,Sep-Nov",24000,5,Moderate,No,27.52,87.22,4.3,55,54.0,Gurung settlement famous for panoramic views of the Makalu range
186,186,D189,Chainpur,Sankhuwasabha,Koshi,Eastern,Cultural,"Cultural,Heritage","Sightseeing,Handicraft Shopping,Photography",Sep-Apr,4500,1,Easy,Yes,27.36,87.23,4.3,240,60.0,Famous historic town known for casting premium brass Karuwa water vessels
187,187,D190,Bhotkhola,Sankhuwasabha,Koshi,Eastern,Unknown,"Adventure,Cultural","Trekking,Cultural Tour,Photography","Mar-May,Sep-Nov",40000,10,Difficult,No,27.75,87.2,4.4,40,55.0,Remote northern trans-Himalayan region bordering Tibet
188,188,D191,Kimathanka,Sankhuwasabha,Koshi,Eastern,Border Crossing,"Adventure,Cultural","Trekking,Photography,Cultural Observation","Mar-May,Sep-Nov",50000,12,Difficult,No,27.85,87.3,4.5,30,54.0,The furthest northern border frontier post along the Arun corridor
189,189,D192,Matsyapokhari,Sankhuwasabha,Koshi,Eastern,Lake,"Nature,Adventure","Trekking,Camping,Photography",Sep-Nov,32000,7,Difficult,No,27.58,87.25,4.4,35,52.0,A natural high alpine lake named for its unique fish-like profile
190,190,D193,Yafu Village,Sankhuwasabha,Koshi,Eastern,Village,"Cultural,Adventure","Trekking,Cultural Tour,Photography","Mar-May,Sep-Nov",20000,4,Moderate,No,27.4,87.25,4.1,30,46.0,Indigenous settlement preserving ancient traditional hunting practices
